renamed	dataset	sample_type
ABCS_09829	STAD	Primary Tumor
ABCS_09830	STAD	Primary Tumor
ABCS_09831	STAD	Solid Tissue Normal
ABCS_09832	STAD	Primary Tumor
ABCS_09833	STAD	Solid Tissue Normal
ABCS_09834	STAD	Primary Tumor
ABCS_09835	STAD	Solid Tissue Normal
ABCS_09836	STAD	Primary Tumor
ABCS_09837	STAD	Primary Tumor
ABCS_09838	STAD	Primary Tumor
ABCS_09839	STAD	Solid Tissue Normal
ABCS_09840	STAD	Primary Tumor
ABCS_09841	STAD	Primary Tumor
ABCS_09842	STAD	Primary Tumor
ABCS_09843	STAD	Solid Tissue Normal
ABCS_09844	STAD	Primary Tumor
ABCS_09845	STAD	Solid Tissue Normal
ABCS_09846	STAD	Primary Tumor
ABCS_09847	STAD	Primary Tumor
ABCS_09848	STAD	Solid Tissue Normal
ABCS_09849	STAD	Primary Tumor
ABCS_09850	STAD	Solid Tissue Normal
ABCS_08108	PRAD	Primary Tumor
ABCS_08109	PRAD	Primary Tumor
ABCS_08110	PRAD	Primary Tumor
ABCS_08111	PRAD	Primary Tumor
ABCS_08112	PRAD	Primary Tumor
ABCS_08113	PRAD	Primary Tumor
ABCS_08114	PRAD	Primary Tumor
ABCS_08115	PRAD	Primary Tumor
ABCS_08116	PRAD	Primary Tumor
ABCS_08117	PRAD	Primary Tumor
ABCS_08118	PRAD	Primary Tumor
ABCS_08119	PRAD	Primary Tumor
ABCS_08120	PRAD	Primary Tumor
ABCS_08121	PRAD	Primary Tumor
ABCS_08122	PRAD	Primary Tumor
ABCS_08123	PRAD	Solid Tissue Normal
ABCS_08124	PRAD	Primary Tumor
ABCS_08125	PRAD	Primary Tumor
ABCS_08126	PRAD	Primary Tumor
ABCS_08127	PRAD	Primary Tumor
ABCS_08128	PRAD	Primary Tumor
ABCS_08129	PRAD	Primary Tumor
ABCS_08130	PRAD	Solid Tissue Normal
ABCS_08131	PRAD	Primary Tumor
ABCS_08132	PRAD	Solid Tissue Normal
ABCS_08133	PRAD	Primary Tumor
ABCS_08134	PRAD	Solid Tissue Normal
ABCS_08135	PRAD	Primary Tumor
ABCS_08136	PRAD	Primary Tumor
ABCS_08137	PRAD	Primary Tumor
ABCS_08138	PRAD	Primary Tumor
ABCS_08139	PRAD	Primary Tumor
ABCS_08140	PRAD	Primary Tumor
ABCS_08141	PRAD	Primary Tumor
ABCS_08142	PRAD	Primary Tumor
ABCS_08825	READ	Primary Tumor
ABCS_08826	READ	Primary Tumor
ABCS_08827	READ	Primary Tumor
ABCS_08828	READ	Primary Tumor
ABCS_08829	READ	Primary Tumor
ABCS_08830	READ	Primary Tumor
ABCS_04017	KIRC	Primary Tumor
ABCS_04018	KIRC	Primary Tumor
ABCS_04019	KIRC	Primary Tumor
ABCS_04020	KIRC	Primary Tumor
ABCS_04021	KIRC	Primary Tumor
ABCS_04022	KIRC	Primary Tumor
ABCS_04023	KIRC	Primary Tumor
ABCS_04024	KIRC	Primary Tumor
ABCS_04025	KIRC	Primary Tumor
ABCS_04026	KIRC	Primary Tumor
ABCS_04027	KIRC	Primary Tumor
ABCS_04028	KIRC	Primary Tumor
ABCS_04029	KIRC	Primary Tumor
ABCS_04030	KIRC	Primary Tumor
ABCS_04031	KIRC	Primary Tumor
ABCS_04032	KIRC	Primary Tumor
ABCS_04033	KIRC	Primary Tumor
ABCS_04034	KIRC	Primary Tumor
ABCS_04035	KIRC	Primary Tumor
ABCS_04036	KIRC	Primary Tumor
ABCS_04037	KIRC	Primary Tumor
ABCS_04038	KIRC	Primary Tumor
ABCS_04039	KIRC	Primary Tumor
ABCS_04040	KIRC	Primary Tumor
ABCS_04041	KIRC	Primary Tumor
ABCS_04042	KIRC	Primary Tumor
ABCS_04043	KIRC	Primary Tumor
ABCS_04044	KIRC	Primary Tumor
ABCS_04045	KIRC	Primary Tumor
ABCS_04046	KIRC	Primary Tumor
ABCS_04047	KIRC	Primary Tumor
ABCS_04048	KIRC	Primary Tumor
ABCS_04049	KIRC	Primary Tumor
ABCS_04050	KIRC	Primary Tumor
ABCS_04051	KIRC	Primary Tumor
ABCS_04052	KIRC	Primary Tumor
ABCS_04053	KIRC	Primary Tumor
ABCS_04054	KIRC	Primary Tumor
ABCS_04055	KIRC	Primary Tumor
ABCS_04056	KIRC	Primary Tumor
ABCS_04057	KIRC	Primary Tumor
ABCS_04058	KIRC	Primary Tumor
ABCS_04059	KIRC	Primary Tumor
ABCS_04060	KIRC	Primary Tumor
ABCS_04061	KIRC	Primary Tumor
ABCS_04062	KIRC	Primary Tumor
ABCS_04063	KIRC	Primary Tumor
ABCS_04064	KIRC	Primary Tumor
ABCS_04065	KIRC	Primary Tumor
ABCS_04066	KIRC	Primary Tumor
ABCS_04067	KIRC	Solid Tissue Normal
ABCS_04068	KIRC	Primary Tumor
ABCS_04069	KIRC	Primary Tumor
ABCS_04070	KIRC	Solid Tissue Normal
ABCS_04071	KIRC	Primary Tumor
ABCS_04072	KIRC	Solid Tissue Normal
ABCS_04073	KIRC	Primary Tumor
ABCS_04074	KIRC	Solid Tissue Normal
ABCS_04075	KIRC	Primary Tumor
ABCS_04076	KIRC	Solid Tissue Normal
ABCS_04077	KIRC	Primary Tumor
ABCS_04078	KIRC	Solid Tissue Normal
ABCS_04079	KIRC	Primary Tumor
ABCS_04080	KIRC	Solid Tissue Normal
ABCS_04081	KIRC	Primary Tumor
ABCS_04082	KIRC	Primary Tumor
ABCS_04083	KIRC	Primary Tumor
ABCS_04084	KIRC	Primary Tumor
ABCS_04085	KIRC	Primary Tumor
ABCS_04086	KIRC	Solid Tissue Normal
ABCS_04087	KIRC	Primary Tumor
ABCS_04088	KIRC	Primary Tumor
ABCS_04089	KIRC	Primary Tumor
ABCS_04090	KIRC	Solid Tissue Normal
ABCS_04091	KIRC	Primary Tumor
ABCS_04092	KIRC	Primary Tumor
ABCS_04093	KIRC	Primary Tumor
ABCS_02376	COAD	Primary Tumor
ABCS_02377	COAD	Primary Tumor
ABCS_02378	COAD	Primary Tumor
ABCS_02379	COAD	Primary Tumor
ABCS_02380	COAD	Primary Tumor
ABCS_02381	COAD	Primary Tumor
ABCS_02382	COAD	Primary Tumor
ABCS_02383	COAD	Primary Tumor
ABCS_02384	COAD	Primary Tumor
ABCS_02385	COAD	Primary Tumor
ABCS_02386	COAD	Primary Tumor
ABCS_02387	COAD	Primary Tumor
ABCS_02388	COAD	Primary Tumor
ABCS_02389	COAD	Primary Tumor
ABCS_08831	READ	Primary Tumor
ABCS_08832	READ	Primary Tumor
ABCS_08833	READ	Primary Tumor
ABCS_02390	COAD	Primary Tumor
ABCS_02391	COAD	Primary Tumor
ABCS_02392	COAD	Primary Tumor
ABCS_02393	COAD	Primary Tumor
ABCS_02394	COAD	Primary Tumor
ABCS_02395	COAD	Primary Tumor
ABCS_02396	COAD	Primary Tumor
ABCS_02397	COAD	Primary Tumor
ABCS_02398	COAD	Primary Tumor
ABCS_02399	COAD	Primary Tumor
ABCS_02400	COAD	Primary Tumor
ABCS_02401	COAD	Primary Tumor
ABCS_02402	COAD	Primary Tumor
ABCS_02403	COAD	Primary Tumor
ABCS_02404	COAD	Primary Tumor
ABCS_02405	COAD	Primary Tumor
ABCS_02406	COAD	Primary Tumor
ABCS_02407	COAD	Primary Tumor
ABCS_02408	COAD	Primary Tumor
ABCS_02409	COAD	Primary Tumor
ABCS_02410	COAD	Primary Tumor
ABCS_02411	COAD	Primary Tumor
ABCS_02412	COAD	Primary Tumor
ABCS_02413	COAD	Primary Tumor
ABCS_02414	COAD	Primary Tumor
ABCS_02415	COAD	Primary Tumor
ABCS_02416	COAD	Primary Tumor
ABCS_02417	COAD	Primary Tumor
ABCS_02418	COAD	Primary Tumor
ABCS_02419	COAD	Primary Tumor
ABCS_02420	COAD	Primary Tumor
ABCS_02421	COAD	Primary Tumor
ABCS_02422	COAD	Primary Tumor
ABCS_02423	COAD	Primary Tumor
ABCS_02424	COAD	Primary Tumor
ABCS_02425	COAD	Primary Tumor
ABCS_02426	COAD	Primary Tumor
ABCS_02857	HNSC	Primary Tumor
ABCS_02858	HNSC	Primary Tumor
ABCS_02859	HNSC	Primary Tumor
ABCS_02860	HNSC	Primary Tumor
ABCS_02861	HNSC	Primary Tumor
ABCS_02862	HNSC	Primary Tumor
ABCS_02863	HNSC	Primary Tumor
ABCS_02864	HNSC	Primary Tumor
ABCS_02865	HNSC	Primary Tumor
ABCS_02866	HNSC	Primary Tumor
ABCS_02867	HNSC	Primary Tumor
ABCS_02868	HNSC	Primary Tumor
ABCS_02869	HNSC	Primary Tumor
ABCS_02870	HNSC	Primary Tumor
ABCS_02871	HNSC	Primary Tumor
ABCS_02872	HNSC	Primary Tumor
ABCS_02873	HNSC	Primary Tumor
ABCS_02874	HNSC	Primary Tumor
ABCS_02875	HNSC	Primary Tumor
ABCS_02876	HNSC	Primary Tumor
ABCS_02877	HNSC	Primary Tumor
ABCS_02878	HNSC	Primary Tumor
ABCS_02879	HNSC	Primary Tumor
ABCS_02880	HNSC	Primary Tumor
ABCS_02881	HNSC	Primary Tumor
ABCS_02882	HNSC	Primary Tumor
ABCS_02883	HNSC	Primary Tumor
ABCS_02884	HNSC	Primary Tumor
ABCS_02885	HNSC	Primary Tumor
ABCS_02886	HNSC	Primary Tumor
ABCS_02887	HNSC	Primary Tumor
ABCS_02888	HNSC	Primary Tumor
ABCS_02889	HNSC	Primary Tumor
ABCS_02890	HNSC	Primary Tumor
ABCS_02891	HNSC	Primary Tumor
ABCS_02892	HNSC	Primary Tumor
ABCS_02893	HNSC	Primary Tumor
ABCS_02894	HNSC	Primary Tumor
ABCS_02895	HNSC	Primary Tumor
ABCS_02896	HNSC	Primary Tumor
ABCS_02897	HNSC	Primary Tumor
ABCS_02898	HNSC	Primary Tumor
ABCS_02899	HNSC	Primary Tumor
ABCS_02900	HNSC	Primary Tumor
ABCS_02901	HNSC	Primary Tumor
ABCS_02902	HNSC	Primary Tumor
ABCS_02903	HNSC	Primary Tumor
ABCS_02904	HNSC	Primary Tumor
ABCS_02905	HNSC	Primary Tumor
ABCS_02906	HNSC	Primary Tumor
ABCS_02907	HNSC	Primary Tumor
ABCS_02908	HNSC	Primary Tumor
ABCS_02909	HNSC	Primary Tumor
ABCS_02910	HNSC	Primary Tumor
ABCS_02911	HNSC	Primary Tumor
ABCS_02912	HNSC	Primary Tumor
ABCS_02913	HNSC	Primary Tumor
ABCS_02914	HNSC	Primary Tumor
ABCS_02915	HNSC	Primary Tumor
ABCS_02916	HNSC	Primary Tumor
ABCS_02917	HNSC	Primary Tumor
ABCS_02918	HNSC	Primary Tumor
ABCS_02919	HNSC	Primary Tumor
ABCS_02920	HNSC	Primary Tumor
ABCS_02921	HNSC	Primary Tumor
ABCS_02922	HNSC	Primary Tumor
ABCS_02923	HNSC	Primary Tumor
ABCS_02924	HNSC	Primary Tumor
ABCS_02925	HNSC	Primary Tumor
ABCS_02926	HNSC	Primary Tumor
ABCS_02927	HNSC	Primary Tumor
ABCS_02928	HNSC	Primary Tumor
ABCS_02929	HNSC	Primary Tumor
ABCS_02930	HNSC	Primary Tumor
ABCS_02931	HNSC	Primary Tumor
ABCS_02932	HNSC	Primary Tumor
ABCS_02933	HNSC	Primary Tumor
ABCS_02934	HNSC	Primary Tumor
ABCS_02935	HNSC	Primary Tumor
ABCS_02936	HNSC	Primary Tumor
ABCS_02937	HNSC	Primary Tumor
ABCS_02938	HNSC	Primary Tumor
ABCS_02939	HNSC	Primary Tumor
ABCS_02940	HNSC	Primary Tumor
ABCS_02941	HNSC	Primary Tumor
ABCS_02942	HNSC	Primary Tumor
ABCS_02943	HNSC	Primary Tumor
ABCS_02944	HNSC	Primary Tumor
ABCS_02945	HNSC	Primary Tumor
ABCS_02946	HNSC	Primary Tumor
ABCS_02947	HNSC	Primary Tumor
ABCS_02948	HNSC	Primary Tumor
ABCS_02949	HNSC	Primary Tumor
ABCS_02950	HNSC	Primary Tumor
ABCS_02951	HNSC	Primary Tumor
ABCS_02952	HNSC	Primary Tumor
ABCS_02953	HNSC	Primary Tumor
ABCS_02954	HNSC	Primary Tumor
ABCS_02955	HNSC	Primary Tumor
ABCS_02956	HNSC	Primary Tumor
ABCS_02957	HNSC	Primary Tumor
ABCS_02958	HNSC	Primary Tumor
ABCS_02959	HNSC	Primary Tumor
ABCS_02960	HNSC	Primary Tumor
ABCS_02961	HNSC	Primary Tumor
ABCS_02962	HNSC	Primary Tumor
ABCS_02963	HNSC	Primary Tumor
ABCS_02964	HNSC	Primary Tumor
ABCS_02965	HNSC	Primary Tumor
ABCS_02966	HNSC	Primary Tumor
ABCS_02967	HNSC	Primary Tumor
ABCS_02968	HNSC	Primary Tumor
ABCS_02969	HNSC	Primary Tumor
ABCS_02970	HNSC	Primary Tumor
ABCS_02971	HNSC	Primary Tumor
ABCS_02972	HNSC	Primary Tumor
ABCS_02973	HNSC	Primary Tumor
ABCS_02974	HNSC	Primary Tumor
ABCS_02975	HNSC	Primary Tumor
ABCS_02976	HNSC	Primary Tumor
ABCS_02977	HNSC	Primary Tumor
ABCS_02978	HNSC	Primary Tumor
ABCS_02979	HNSC	Primary Tumor
ABCS_02980	HNSC	Primary Tumor
ABCS_02981	HNSC	Primary Tumor
ABCS_02982	HNSC	Primary Tumor
ABCS_02983	HNSC	Primary Tumor
ABCS_02984	HNSC	Primary Tumor
ABCS_02985	HNSC	Primary Tumor
ABCS_02986	HNSC	Primary Tumor
ABCS_02987	HNSC	Primary Tumor
ABCS_02988	HNSC	Primary Tumor
ABCS_02989	HNSC	Primary Tumor
ABCS_02990	HNSC	Primary Tumor
ABCS_02991	HNSC	Primary Tumor
ABCS_02992	HNSC	Primary Tumor
ABCS_02993	HNSC	Primary Tumor
ABCS_02994	HNSC	Primary Tumor
ABCS_02995	HNSC	Primary Tumor
ABCS_02996	HNSC	Primary Tumor
ABCS_02997	HNSC	Primary Tumor
ABCS_02998	HNSC	Primary Tumor
ABCS_02999	HNSC	Primary Tumor
ABCS_03000	HNSC	Primary Tumor
ABCS_03001	HNSC	Primary Tumor
ABCS_03002	HNSC	Primary Tumor
ABCS_03003	HNSC	Primary Tumor
ABCS_03004	HNSC	Primary Tumor
ABCS_03005	HNSC	Primary Tumor
ABCS_03006	HNSC	Primary Tumor
ABCS_03007	HNSC	Primary Tumor
ABCS_03008	HNSC	Primary Tumor
ABCS_03009	HNSC	Primary Tumor
ABCS_03010	HNSC	Primary Tumor
ABCS_03011	HNSC	Primary Tumor
ABCS_03012	HNSC	Primary Tumor
ABCS_03013	HNSC	Primary Tumor
ABCS_03014	HNSC	Primary Tumor
ABCS_03015	HNSC	Primary Tumor
ABCS_03016	HNSC	Primary Tumor
ABCS_03017	HNSC	Primary Tumor
ABCS_03018	HNSC	Primary Tumor
ABCS_03019	HNSC	Primary Tumor
ABCS_03020	HNSC	Primary Tumor
ABCS_03021	HNSC	Primary Tumor
ABCS_03022	HNSC	Primary Tumor
ABCS_03023	HNSC	Primary Tumor
ABCS_05096	LGG	Primary Tumor
ABCS_05097	LGG	Primary Tumor
ABCS_05098	LGG	Primary Tumor
ABCS_05099	LGG	Primary Tumor
ABCS_05100	LGG	Primary Tumor
ABCS_05101	LGG	Primary Tumor
ABCS_05102	LGG	Primary Tumor
ABCS_05103	LGG	Primary Tumor
ABCS_05104	LGG	Primary Tumor
ABCS_05105	LGG	Primary Tumor
ABCS_05106	LGG	Primary Tumor
ABCS_05107	LGG	Primary Tumor
ABCS_05108	LGG	Primary Tumor
ABCS_05109	LGG	Primary Tumor
ABCS_05110	LGG	Primary Tumor
ABCS_05111	LGG	Primary Tumor
ABCS_05112	LGG	Primary Tumor
ABCS_05113	LGG	Primary Tumor
ABCS_05114	LGG	Primary Tumor
ABCS_05115	LGG	Primary Tumor
ABCS_00175	BLCA	Primary Tumor
ABCS_00176	BLCA	Solid Tissue Normal
ABCS_00177	BLCA	Primary Tumor
ABCS_00178	BLCA	Primary Tumor
ABCS_00179	BLCA	Solid Tissue Normal
ABCS_00180	BLCA	Primary Tumor
ABCS_00181	BLCA	Primary Tumor
ABCS_00182	BLCA	Primary Tumor
ABCS_00183	BLCA	Primary Tumor
ABCS_00184	BLCA	Primary Tumor
ABCS_03024	HNSC	Primary Tumor
ABCS_03025	HNSC	Primary Tumor
ABCS_03026	HNSC	Primary Tumor
ABCS_03027	HNSC	Primary Tumor
ABCS_03028	HNSC	Primary Tumor
ABCS_03029	HNSC	Primary Tumor
ABCS_03030	HNSC	Primary Tumor
ABCS_03031	HNSC	Primary Tumor
ABCS_03032	HNSC	Primary Tumor
ABCS_03033	HNSC	Primary Tumor
ABCS_03034	HNSC	Primary Tumor
ABCS_03035	HNSC	Primary Tumor
ABCS_03036	HNSC	Primary Tumor
ABCS_03037	HNSC	Primary Tumor
ABCS_03038	HNSC	Primary Tumor
ABCS_03039	HNSC	Primary Tumor
ABCS_03040	HNSC	Primary Tumor
ABCS_03041	HNSC	Primary Tumor
ABCS_03042	HNSC	Primary Tumor
ABCS_03043	HNSC	Primary Tumor
ABCS_03044	HNSC	Primary Tumor
ABCS_03045	HNSC	Primary Tumor
ABCS_03046	HNSC	Primary Tumor
ABCS_03047	HNSC	Primary Tumor
ABCS_03048	HNSC	Primary Tumor
ABCS_03049	HNSC	Solid Tissue Normal
ABCS_03050	HNSC	Primary Tumor
ABCS_03051	HNSC	Solid Tissue Normal
ABCS_03052	HNSC	Primary Tumor
ABCS_03053	HNSC	Solid Tissue Normal
ABCS_03054	HNSC	Primary Tumor
ABCS_03055	HNSC	Solid Tissue Normal
ABCS_03056	HNSC	Primary Tumor
ABCS_03057	HNSC	Primary Tumor
ABCS_03058	HNSC	Solid Tissue Normal
ABCS_03059	HNSC	Primary Tumor
ABCS_03060	HNSC	Solid Tissue Normal
ABCS_03061	HNSC	Primary Tumor
ABCS_03062	HNSC	Primary Tumor
ABCS_03063	HNSC	Primary Tumor
ABCS_03064	HNSC	Primary Tumor
ABCS_03065	HNSC	Solid Tissue Normal
ABCS_03066	HNSC	Primary Tumor
ABCS_03067	HNSC	Primary Tumor
ABCS_03068	HNSC	Primary Tumor
ABCS_03069	HNSC	Primary Tumor
ABCS_03070	HNSC	Primary Tumor
ABCS_03071	HNSC	Primary Tumor
ABCS_03072	HNSC	Primary Tumor
ABCS_03073	HNSC	Primary Tumor
ABCS_03074	HNSC	Solid Tissue Normal
ABCS_03075	HNSC	Primary Tumor
ABCS_03076	HNSC	Solid Tissue Normal
ABCS_03077	HNSC	Primary Tumor
ABCS_03078	HNSC	Solid Tissue Normal
ABCS_03079	HNSC	Primary Tumor
ABCS_03080	HNSC	Solid Tissue Normal
ABCS_03081	HNSC	Primary Tumor
ABCS_03082	HNSC	Solid Tissue Normal
ABCS_03083	HNSC	Primary Tumor
ABCS_03084	HNSC	Solid Tissue Normal
ABCS_03085	HNSC	Primary Tumor
ABCS_03086	HNSC	Primary Tumor
ABCS_03087	HNSC	Primary Tumor
ABCS_03088	HNSC	Solid Tissue Normal
ABCS_03089	HNSC	Primary Tumor
ABCS_03090	HNSC	Primary Tumor
ABCS_03091	HNSC	Solid Tissue Normal
ABCS_03092	HNSC	Primary Tumor
ABCS_03093	HNSC	Primary Tumor
ABCS_03094	HNSC	Primary Tumor
ABCS_03095	HNSC	Solid Tissue Normal
ABCS_03096	HNSC	Primary Tumor
ABCS_03097	HNSC	Primary Tumor
ABCS_03098	HNSC	Solid Tissue Normal
ABCS_03099	HNSC	Primary Tumor
ABCS_03100	HNSC	Primary Tumor
ABCS_03101	HNSC	Solid Tissue Normal
ABCS_03102	HNSC	Primary Tumor
ABCS_03103	HNSC	Solid Tissue Normal
ABCS_03104	HNSC	Primary Tumor
ABCS_03105	HNSC	Primary Tumor
ABCS_03106	HNSC	Solid Tissue Normal
ABCS_03107	HNSC	Primary Tumor
ABCS_03108	HNSC	Solid Tissue Normal
ABCS_03109	HNSC	Primary Tumor
ABCS_03110	HNSC	Primary Tumor
ABCS_03111	HNSC	Solid Tissue Normal
ABCS_03112	HNSC	Primary Tumor
ABCS_03113	HNSC	Solid Tissue Normal
ABCS_03114	HNSC	Primary Tumor
ABCS_03115	HNSC	Primary Tumor
ABCS_03116	HNSC	Solid Tissue Normal
ABCS_03117	HNSC	Primary Tumor
ABCS_03118	HNSC	Primary Tumor
ABCS_03119	HNSC	Primary Tumor
ABCS_03120	HNSC	Solid Tissue Normal
ABCS_03121	HNSC	Primary Tumor
ABCS_03122	HNSC	Solid Tissue Normal
ABCS_03123	HNSC	Primary Tumor
ABCS_03124	HNSC	Primary Tumor
ABCS_03125	HNSC	Primary Tumor
ABCS_03126	HNSC	Solid Tissue Normal
ABCS_03127	HNSC	Primary Tumor
ABCS_03128	HNSC	Solid Tissue Normal
ABCS_03129	HNSC	Primary Tumor
ABCS_03130	HNSC	Primary Tumor
ABCS_03131	HNSC	Solid Tissue Normal
ABCS_03132	HNSC	Primary Tumor
ABCS_03133	HNSC	Primary Tumor
ABCS_03134	HNSC	Primary Tumor
ABCS_03135	HNSC	Primary Tumor
ABCS_03136	HNSC	Primary Tumor
ABCS_03137	HNSC	Primary Tumor
ABCS_03138	HNSC	Primary Tumor
ABCS_03139	HNSC	Primary Tumor
ABCS_03140	HNSC	Solid Tissue Normal
ABCS_03141	HNSC	Primary Tumor
ABCS_03142	HNSC	Primary Tumor
ABCS_03143	HNSC	Primary Tumor
ABCS_03144	HNSC	Primary Tumor
ABCS_03145	HNSC	Solid Tissue Normal
ABCS_03146	HNSC	Primary Tumor
ABCS_03147	HNSC	Solid Tissue Normal
ABCS_03148	HNSC	Primary Tumor
ABCS_03149	HNSC	Solid Tissue Normal
ABCS_03150	HNSC	Primary Tumor
ABCS_03151	HNSC	Primary Tumor
ABCS_03152	HNSC	Primary Tumor
ABCS_03153	HNSC	Primary Tumor
ABCS_03154	HNSC	Primary Tumor
ABCS_03155	HNSC	Solid Tissue Normal
ABCS_03156	HNSC	Primary Tumor
ABCS_03157	HNSC	Primary Tumor
ABCS_03158	HNSC	Solid Tissue Normal
ABCS_03159	HNSC	Primary Tumor
ABCS_03160	HNSC	Primary Tumor
ABCS_03161	HNSC	Solid Tissue Normal
ABCS_03162	HNSC	Primary Tumor
ABCS_03163	HNSC	Solid Tissue Normal
ABCS_03164	HNSC	Primary Tumor
ABCS_03165	HNSC	Solid Tissue Normal
ABCS_03166	HNSC	Primary Tumor
ABCS_03167	HNSC	Primary Tumor
ABCS_03168	HNSC	Primary Tumor
ABCS_03169	HNSC	Primary Tumor
ABCS_03170	HNSC	Primary Tumor
ABCS_03171	HNSC	Primary Tumor
ABCS_03172	HNSC	Primary Tumor
ABCS_03173	HNSC	Primary Tumor
ABCS_03174	HNSC	Primary Tumor
ABCS_03175	HNSC	Primary Tumor
ABCS_03176	HNSC	Primary Tumor
ABCS_03177	HNSC	Primary Tumor
ABCS_03178	HNSC	Primary Tumor
ABCS_03179	HNSC	Primary Tumor
ABCS_03180	HNSC	Primary Tumor
ABCS_03181	HNSC	Primary Tumor
ABCS_03182	HNSC	Primary Tumor
ABCS_03183	HNSC	Primary Tumor
ABCS_03184	HNSC	Primary Tumor
ABCS_03185	HNSC	Primary Tumor
ABCS_03186	HNSC	Primary Tumor
ABCS_03187	HNSC	Primary Tumor
ABCS_03188	HNSC	Primary Tumor
ABCS_03189	HNSC	Primary Tumor
ABCS_03190	HNSC	Primary Tumor
ABCS_03191	HNSC	Primary Tumor
ABCS_03192	HNSC	Primary Tumor
ABCS_03193	HNSC	Primary Tumor
ABCS_03194	HNSC	Primary Tumor
ABCS_03195	HNSC	Primary Tumor
ABCS_03196	HNSC	Primary Tumor
ABCS_04094	KIRC	Primary Tumor
ABCS_04095	KIRC	Solid Tissue Normal
ABCS_04096	KIRC	Primary Tumor
ABCS_04097	KIRC	Solid Tissue Normal
ABCS_04098	KIRC	Primary Tumor
ABCS_04099	KIRC	Primary Tumor
ABCS_04100	KIRC	Solid Tissue Normal
ABCS_04101	KIRC	Primary Tumor
ABCS_04102	KIRC	Solid Tissue Normal
ABCS_04103	KIRC	Primary Tumor
ABCS_04104	KIRC	Solid Tissue Normal
ABCS_04105	KIRC	Primary Tumor
ABCS_04106	KIRC	Primary Tumor
ABCS_04107	KIRC	Solid Tissue Normal
ABCS_04108	KIRC	Primary Tumor
ABCS_04109	KIRC	Primary Tumor
ABCS_04110	KIRC	Solid Tissue Normal
ABCS_04111	KIRC	Primary Tumor
ABCS_04112	KIRC	Solid Tissue Normal
ABCS_04113	KIRC	Primary Tumor
ABCS_04114	KIRC	Solid Tissue Normal
ABCS_04115	KIRC	Primary Tumor
ABCS_04116	KIRC	Solid Tissue Normal
ABCS_04117	KIRC	Primary Tumor
ABCS_04118	KIRC	Primary Tumor
ABCS_03197	HNSC	Primary Tumor
ABCS_03198	HNSC	Primary Tumor
ABCS_03199	HNSC	Primary Tumor
ABCS_03200	HNSC	Primary Tumor
ABCS_03201	HNSC	Primary Tumor
ABCS_04119	KIRC	Primary Tumor
ABCS_04120	KIRC	Primary Tumor
ABCS_04121	KIRC	Primary Tumor
ABCS_04122	KIRC	Primary Tumor
ABCS_04123	KIRC	Primary Tumor
ABCS_04124	KIRC	Primary Tumor
ABCS_04125	KIRC	Primary Tumor
ABCS_04126	KIRC	Primary Tumor
ABCS_04127	KIRC	Primary Tumor
ABCS_04128	KIRC	Primary Tumor
ABCS_04129	KIRC	Solid Tissue Normal
ABCS_04130	KIRC	Primary Tumor
ABCS_04131	KIRC	Solid Tissue Normal
ABCS_04132	KIRC	Primary Tumor
ABCS_04133	KIRC	Solid Tissue Normal
ABCS_04134	KIRC	Primary Tumor
ABCS_04135	KIRC	Primary Tumor
ABCS_04136	KIRC	Solid Tissue Normal
ABCS_04137	KIRC	Primary Tumor
ABCS_04138	KIRC	Solid Tissue Normal
ABCS_04139	KIRC	Primary Tumor
ABCS_04140	KIRC	Solid Tissue Normal
ABCS_04141	KIRC	Primary Tumor
ABCS_04142	KIRC	Solid Tissue Normal
ABCS_04143	KIRC	Primary Tumor
ABCS_04144	KIRC	Solid Tissue Normal
ABCS_04145	KIRC	Primary Tumor
ABCS_04146	KIRC	Solid Tissue Normal
ABCS_04147	KIRC	Primary Tumor
ABCS_04148	KIRC	Solid Tissue Normal
ABCS_04149	KIRC	Primary Tumor
ABCS_04150	KIRC	Solid Tissue Normal
ABCS_04151	KIRC	Primary Tumor
ABCS_04152	KIRC	Primary Tumor
ABCS_04153	KIRC	Primary Tumor
ABCS_04154	KIRC	Solid Tissue Normal
ABCS_04155	KIRC	Primary Tumor
ABCS_04156	KIRC	Solid Tissue Normal
ABCS_04157	KIRC	Primary Tumor
ABCS_04158	KIRC	Solid Tissue Normal
ABCS_04159	KIRC	Primary Tumor
ABCS_04160	KIRC	Primary Tumor
ABCS_04161	KIRC	Solid Tissue Normal
ABCS_04162	KIRC	Primary Tumor
ABCS_04163	KIRC	Solid Tissue Normal
ABCS_04164	KIRC	Primary Tumor
ABCS_04165	KIRC	Solid Tissue Normal
ABCS_04166	KIRC	Primary Tumor
ABCS_04167	KIRC	Solid Tissue Normal
ABCS_04168	KIRC	Primary Tumor
ABCS_04169	KIRC	Solid Tissue Normal
ABCS_04170	KIRC	Primary Tumor
ABCS_04171	KIRC	Solid Tissue Normal
ABCS_04172	KIRC	Primary Tumor
ABCS_04173	KIRC	Solid Tissue Normal
ABCS_04174	KIRC	Primary Tumor
ABCS_04175	KIRC	Solid Tissue Normal
ABCS_04176	KIRC	Primary Tumor
ABCS_04177	KIRC	Solid Tissue Normal
ABCS_04178	KIRC	Primary Tumor
ABCS_04179	KIRC	Solid Tissue Normal
ABCS_04180	KIRC	Primary Tumor
ABCS_04181	KIRC	Solid Tissue Normal
