renamed	dataset	sample_type
ABCS_11276	UCEC	Primary Tumor
ABCS_11277	UCEC	Primary Tumor
ABCS_11278	UCEC	Primary Tumor
ABCS_11279	UCEC	Solid Tissue Normal
ABCS_11280	UCEC	Primary Tumor
ABCS_11281	UCEC	Primary Tumor
ABCS_11282	UCEC	Primary Tumor
ABCS_00105	BLCA	Primary Tumor
ABCS_00106	BLCA	Primary Tumor
ABCS_00107	BLCA	Primary Tumor
ABCS_00108	BLCA	Primary Tumor
ABCS_00109	BLCA	Primary Tumor
ABCS_00110	BLCA	Primary Tumor
ABCS_00111	BLCA	Primary Tumor
ABCS_00112	BLCA	Primary Tumor
ABCS_00113	BLCA	Primary Tumor
ABCS_00114	BLCA	Solid Tissue Normal
ABCS_00115	BLCA	Primary Tumor
ABCS_08824	READ	Primary Tumor
ABCS_03882	KIRC	Primary Tumor
ABCS_03883	KIRC	Primary Tumor
ABCS_03884	KIRC	Primary Tumor
ABCS_03885	KIRC	Primary Tumor
ABCS_03886	KIRC	Primary Tumor
ABCS_03887	KIRC	Primary Tumor
ABCS_03888	KIRC	Primary Tumor
ABCS_03889	KIRC	Primary Tumor
ABCS_03890	KIRC	Primary Tumor
ABCS_03891	KIRC	Primary Tumor
ABCS_03892	KIRC	Primary Tumor
ABCS_03893	KIRC	Primary Tumor
ABCS_03894	KIRC	Primary Tumor
ABCS_03895	KIRC	Primary Tumor
ABCS_03896	KIRC	Primary Tumor
ABCS_03897	KIRC	Primary Tumor
ABCS_03898	KIRC	Primary Tumor
ABCS_03899	KIRC	Primary Tumor
ABCS_03900	KIRC	Primary Tumor
ABCS_03901	KIRC	Primary Tumor
ABCS_03902	KIRC	Primary Tumor
ABCS_03903	KIRC	Primary Tumor
ABCS_03904	KIRC	Primary Tumor
ABCS_03905	KIRC	Primary Tumor
ABCS_03906	KIRC	Primary Tumor
ABCS_03907	KIRC	Primary Tumor
ABCS_03908	KIRC	Primary Tumor
ABCS_03909	KIRC	Primary Tumor
ABCS_03910	KIRC	Primary Tumor
ABCS_03911	KIRC	Primary Tumor
ABCS_03912	KIRC	Primary Tumor
ABCS_03913	KIRC	Primary Tumor
ABCS_03914	KIRC	Primary Tumor
ABCS_03915	KIRC	Primary Tumor
ABCS_03916	KIRC	Primary Tumor
ABCS_03917	KIRC	Primary Tumor
ABCS_03918	KIRC	Primary Tumor
ABCS_03919	KIRC	Primary Tumor
ABCS_03920	KIRC	Primary Tumor
ABCS_03921	KIRC	Primary Tumor
ABCS_03922	KIRC	Primary Tumor
ABCS_03923	KIRC	Primary Tumor
ABCS_03924	KIRC	Primary Tumor
ABCS_03925	KIRC	Primary Tumor
ABCS_03926	KIRC	Primary Tumor
ABCS_03927	KIRC	Primary Tumor
ABCS_03928	KIRC	Primary Tumor
ABCS_03929	KIRC	Primary Tumor
ABCS_03930	KIRC	Primary Tumor
ABCS_03931	KIRC	Primary Tumor
ABCS_03932	KIRC	Primary Tumor
ABCS_03933	KIRC	Primary Tumor
ABCS_03934	KIRC	Primary Tumor
ABCS_03935	KIRC	Primary Tumor
ABCS_03936	KIRC	Primary Tumor
ABCS_03937	KIRC	Primary Tumor
ABCS_03938	KIRC	Primary Tumor
ABCS_03939	KIRC	Primary Tumor
ABCS_03940	KIRC	Primary Tumor
ABCS_03941	KIRC	Primary Tumor
ABCS_03942	KIRC	Primary Tumor
ABCS_03943	KIRC	Primary Tumor
ABCS_03944	KIRC	Primary Tumor
ABCS_03945	KIRC	Primary Tumor
ABCS_03946	KIRC	Primary Tumor
ABCS_03947	KIRC	Primary Tumor
ABCS_03948	KIRC	Primary Tumor
ABCS_03949	KIRC	Primary Tumor
ABCS_03950	KIRC	Primary Tumor
ABCS_03951	KIRC	Primary Tumor
ABCS_03952	KIRC	Primary Tumor
ABCS_03953	KIRC	Primary Tumor
ABCS_03954	KIRC	Primary Tumor
ABCS_03955	KIRC	Primary Tumor
ABCS_03956	KIRC	Primary Tumor
ABCS_03957	KIRC	Primary Tumor
ABCS_03958	KIRC	Primary Tumor
ABCS_03959	KIRC	Primary Tumor
ABCS_03960	KIRC	Primary Tumor
ABCS_03961	KIRC	Primary Tumor
ABCS_03962	KIRC	Primary Tumor
ABCS_03963	KIRC	Primary Tumor
ABCS_03964	KIRC	Primary Tumor
ABCS_03965	KIRC	Primary Tumor
ABCS_03966	KIRC	Primary Tumor
ABCS_03967	KIRC	Primary Tumor
ABCS_03968	KIRC	Primary Tumor
ABCS_03969	KIRC	Primary Tumor
ABCS_03970	KIRC	Primary Tumor
ABCS_03971	KIRC	Primary Tumor
ABCS_03972	KIRC	Primary Tumor
ABCS_03973	KIRC	Primary Tumor
ABCS_03974	KIRC	Primary Tumor
ABCS_03975	KIRC	Primary Tumor
ABCS_03976	KIRC	Primary Tumor
ABCS_03977	KIRC	Primary Tumor
ABCS_03978	KIRC	Primary Tumor
ABCS_03979	KIRC	Primary Tumor
ABCS_03980	KIRC	Primary Tumor
ABCS_03981	KIRC	Primary Tumor
ABCS_03982	KIRC	Primary Tumor
ABCS_03983	KIRC	Primary Tumor
ABCS_03984	KIRC	Primary Tumor
ABCS_03985	KIRC	Primary Tumor
ABCS_03986	KIRC	Primary Tumor
ABCS_03987	KIRC	Primary Tumor
ABCS_03988	KIRC	Primary Tumor
ABCS_03989	KIRC	Primary Tumor
ABCS_03990	KIRC	Primary Tumor
ABCS_03991	KIRC	Primary Tumor
ABCS_03992	KIRC	Primary Tumor
ABCS_03993	KIRC	Primary Tumor
ABCS_03994	KIRC	Primary Tumor
ABCS_03995	KIRC	Primary Tumor
ABCS_03996	KIRC	Primary Tumor
ABCS_03997	KIRC	Primary Tumor
ABCS_03998	KIRC	Primary Tumor
ABCS_03999	KIRC	Primary Tumor
ABCS_04000	KIRC	Primary Tumor
ABCS_04001	KIRC	Primary Tumor
ABCS_04002	KIRC	Primary Tumor
ABCS_04003	KIRC	Primary Tumor
ABCS_04004	KIRC	Primary Tumor
ABCS_04005	KIRC	Primary Tumor
ABCS_04006	KIRC	Primary Tumor
ABCS_04007	KIRC	Primary Tumor
ABCS_04008	KIRC	Primary Tumor
ABCS_04009	KIRC	Primary Tumor
ABCS_04010	KIRC	Primary Tumor
ABCS_04011	KIRC	Primary Tumor
ABCS_04012	KIRC	Primary Tumor
ABCS_04013	KIRC	Primary Tumor
ABCS_04014	KIRC	Primary Tumor
ABCS_04015	KIRC	Primary Tumor
ABCS_04016	KIRC	Primary Tumor
ABCS_04333	KIRP	Primary Tumor
ABCS_04334	KIRP	Solid Tissue Normal
ABCS_04335	KIRP	Primary Tumor
ABCS_04336	KIRP	Primary Tumor
ABCS_04337	KIRP	Solid Tissue Normal
ABCS_04338	KIRP	Primary Tumor
ABCS_04339	KIRP	Solid Tissue Normal
ABCS_04340	KIRP	Primary Tumor
ABCS_04341	KIRP	Solid Tissue Normal
ABCS_04342	KIRP	Primary Tumor
ABCS_04343	KIRP	Primary Tumor
ABCS_04344	KIRP	Primary Tumor
ABCS_04345	KIRP	Solid Tissue Normal
ABCS_04346	KIRP	Primary Tumor
ABCS_04347	KIRP	Primary Tumor
ABCS_04348	KIRP	Solid Tissue Normal
ABCS_04349	KIRP	Primary Tumor
ABCS_04350	KIRP	Primary Tumor
ABCS_04351	KIRP	Primary Tumor
ABCS_04352	KIRP	Solid Tissue Normal
ABCS_04353	KIRP	Primary Tumor
ABCS_04354	KIRP	Solid Tissue Normal
ABCS_04355	KIRP	Primary Tumor
ABCS_04356	KIRP	Primary Tumor
ABCS_04357	KIRP	Solid Tissue Normal
ABCS_04358	KIRP	Primary Tumor
ABCS_04359	KIRP	Solid Tissue Normal
ABCS_04360	KIRP	Primary Tumor
ABCS_04361	KIRP	Primary Tumor
ABCS_04362	KIRP	Primary Tumor
ABCS_04363	KIRP	Solid Tissue Normal
ABCS_04364	KIRP	Primary Tumor
ABCS_04365	KIRP	Solid Tissue Normal
ABCS_04366	KIRP	Primary Tumor
ABCS_04367	KIRP	Solid Tissue Normal
ABCS_04368	KIRP	Primary Tumor
ABCS_04369	KIRP	Solid Tissue Normal
ABCS_04370	KIRP	Primary Tumor
ABCS_04371	KIRP	Primary Tumor
ABCS_04372	KIRP	Primary Tumor
ABCS_04373	KIRP	Primary Tumor
ABCS_04374	KIRP	Solid Tissue Normal
ABCS_04375	KIRP	Primary Tumor
ABCS_04376	KIRP	Primary Tumor
ABCS_04377	KIRP	Solid Tissue Normal
ABCS_04378	KIRP	Primary Tumor
ABCS_04379	KIRP	Primary Tumor
ABCS_04380	KIRP	Primary Tumor
ABCS_04381	KIRP	Solid Tissue Normal
ABCS_04382	KIRP	Primary Tumor
ABCS_04383	KIRP	Primary Tumor
ABCS_04384	KIRP	Solid Tissue Normal
ABCS_04385	KIRP	Primary Tumor
ABCS_09615	STAD	Primary Tumor
ABCS_09616	STAD	Primary Tumor
ABCS_09617	STAD	Primary Tumor
ABCS_09618	STAD	Primary Tumor
ABCS_09619	STAD	Primary Tumor
ABCS_09620	STAD	Primary Tumor
ABCS_09621	STAD	Primary Tumor
ABCS_09622	STAD	Primary Tumor
ABCS_09623	STAD	Primary Tumor
ABCS_09624	STAD	Primary Tumor
ABCS_09625	STAD	Primary Tumor
ABCS_09626	STAD	Primary Tumor
ABCS_09627	STAD	Primary Tumor
ABCS_09628	STAD	Primary Tumor
ABCS_09629	STAD	Primary Tumor
ABCS_09630	STAD	Primary Tumor
ABCS_09631	STAD	Primary Tumor
ABCS_09632	STAD	Primary Tumor
ABCS_09633	STAD	Primary Tumor
ABCS_09634	STAD	Primary Tumor
ABCS_09635	STAD	Primary Tumor
ABCS_09636	STAD	Primary Tumor
ABCS_09637	STAD	Primary Tumor
ABCS_09638	STAD	Primary Tumor
ABCS_09639	STAD	Primary Tumor
ABCS_09640	STAD	Primary Tumor
ABCS_09641	STAD	Primary Tumor
ABCS_09642	STAD	Solid Tissue Normal
ABCS_09643	STAD	Primary Tumor
ABCS_09644	STAD	Solid Tissue Normal
ABCS_09645	STAD	Primary Tumor
ABCS_09646	STAD	Primary Tumor
ABCS_09647	STAD	Primary Tumor
ABCS_09648	STAD	Solid Tissue Normal
ABCS_09649	STAD	Primary Tumor
ABCS_09650	STAD	Solid Tissue Normal
ABCS_09651	STAD	Primary Tumor
ABCS_09652	STAD	Primary Tumor
ABCS_09653	STAD	Solid Tissue Normal
ABCS_09654	STAD	Primary Tumor
ABCS_09655	STAD	Primary Tumor
ABCS_09656	STAD	Primary Tumor
ABCS_09657	STAD	Primary Tumor
ABCS_09658	STAD	Primary Tumor
ABCS_09659	STAD	Primary Tumor
ABCS_09660	STAD	Primary Tumor
ABCS_09661	STAD	Primary Tumor
ABCS_09662	STAD	Primary Tumor
ABCS_09663	STAD	Solid Tissue Normal
ABCS_09664	STAD	Primary Tumor
ABCS_09665	STAD	Primary Tumor
ABCS_09666	STAD	Solid Tissue Normal
ABCS_09667	STAD	Primary Tumor
ABCS_09668	STAD	Primary Tumor
ABCS_09669	STAD	Primary Tumor
ABCS_09670	STAD	Solid Tissue Normal
ABCS_09671	STAD	Primary Tumor
ABCS_09672	STAD	Solid Tissue Normal
ABCS_09673	STAD	Primary Tumor
ABCS_09674	STAD	Primary Tumor
ABCS_09675	STAD	Solid Tissue Normal
ABCS_09676	STAD	Primary Tumor
ABCS_09677	STAD	Solid Tissue Normal
ABCS_09678	STAD	Primary Tumor
ABCS_09679	STAD	Solid Tissue Normal
ABCS_09680	STAD	Primary Tumor
ABCS_09681	STAD	Primary Tumor
ABCS_09682	STAD	Primary Tumor
ABCS_09683	STAD	Solid Tissue Normal
ABCS_09684	STAD	Primary Tumor
ABCS_09685	STAD	Primary Tumor
ABCS_09686	STAD	Primary Tumor
ABCS_09687	STAD	Primary Tumor
ABCS_09688	STAD	Primary Tumor
ABCS_09689	STAD	Primary Tumor
ABCS_09690	STAD	Primary Tumor
ABCS_09691	STAD	Solid Tissue Normal
ABCS_09692	STAD	Primary Tumor
ABCS_09693	STAD	Primary Tumor
ABCS_09694	STAD	Primary Tumor
ABCS_09695	STAD	Primary Tumor
ABCS_09696	STAD	Primary Tumor
ABCS_09697	STAD	Primary Tumor
ABCS_09698	STAD	Primary Tumor
ABCS_09699	STAD	Primary Tumor
ABCS_09700	STAD	Primary Tumor
ABCS_09701	STAD	Primary Tumor
ABCS_09702	STAD	Primary Tumor
ABCS_09703	STAD	Primary Tumor
ABCS_09704	STAD	Primary Tumor
ABCS_09705	STAD	Primary Tumor
ABCS_09706	STAD	Primary Tumor
ABCS_09707	STAD	Primary Tumor
ABCS_09708	STAD	Primary Tumor
ABCS_09709	STAD	Primary Tumor
ABCS_09710	STAD	Primary Tumor
ABCS_09711	STAD	Primary Tumor
ABCS_09712	STAD	Primary Tumor
ABCS_09713	STAD	Primary Tumor
ABCS_09714	STAD	Primary Tumor
ABCS_09715	STAD	Primary Tumor
ABCS_09716	STAD	Primary Tumor
ABCS_09717	STAD	Primary Tumor
ABCS_09718	STAD	Primary Tumor
ABCS_09719	STAD	Primary Tumor
ABCS_09720	STAD	Primary Tumor
ABCS_09721	STAD	Primary Tumor
ABCS_09722	STAD	Primary Tumor
ABCS_09723	STAD	Primary Tumor
ABCS_09724	STAD	Primary Tumor
ABCS_09725	STAD	Primary Tumor
ABCS_09726	STAD	Primary Tumor
ABCS_09727	STAD	Primary Tumor
ABCS_09728	STAD	Primary Tumor
ABCS_09729	STAD	Primary Tumor
ABCS_09730	STAD	Primary Tumor
ABCS_09731	STAD	Primary Tumor
ABCS_09732	STAD	Primary Tumor
ABCS_09733	STAD	Primary Tumor
ABCS_09734	STAD	Primary Tumor
ABCS_09735	STAD	Primary Tumor
ABCS_09736	STAD	Primary Tumor
ABCS_09737	STAD	Primary Tumor
ABCS_09738	STAD	Primary Tumor
ABCS_09739	STAD	Primary Tumor
ABCS_09740	STAD	Primary Tumor
ABCS_09741	STAD	Primary Tumor
ABCS_09742	STAD	Primary Tumor
ABCS_09743	STAD	Primary Tumor
ABCS_09744	STAD	Primary Tumor
ABCS_09745	STAD	Primary Tumor
ABCS_09746	STAD	Primary Tumor
ABCS_09747	STAD	Primary Tumor
ABCS_09748	STAD	Primary Tumor
ABCS_09749	STAD	Primary Tumor
ABCS_09750	STAD	Primary Tumor
ABCS_09751	STAD	Primary Tumor
ABCS_09752	STAD	Primary Tumor
ABCS_09753	STAD	Primary Tumor
ABCS_09754	STAD	Primary Tumor
ABCS_09755	STAD	Primary Tumor
ABCS_09756	STAD	Primary Tumor
ABCS_09757	STAD	Primary Tumor
ABCS_09758	STAD	Primary Tumor
ABCS_09759	STAD	Primary Tumor
ABCS_09760	STAD	Primary Tumor
ABCS_09761	STAD	Primary Tumor
ABCS_09762	STAD	Primary Tumor
ABCS_09763	STAD	Primary Tumor
ABCS_09764	STAD	Primary Tumor
ABCS_09765	STAD	Primary Tumor
ABCS_09766	STAD	Primary Tumor
ABCS_09767	STAD	Primary Tumor
ABCS_09768	STAD	Primary Tumor
ABCS_09769	STAD	Primary Tumor
ABCS_11283	UCEC	Primary Tumor
ABCS_11284	UCEC	Primary Tumor
ABCS_11285	UCEC	Primary Tumor
ABCS_11286	UCEC	Primary Tumor
ABCS_11287	UCEC	Primary Tumor
ABCS_11288	UCEC	Primary Tumor
ABCS_11289	UCEC	Primary Tumor
ABCS_11290	UCEC	Primary Tumor
ABCS_11291	UCEC	Primary Tumor
ABCS_11292	UCEC	Primary Tumor
ABCS_11293	UCEC	Primary Tumor
ABCS_11294	UCEC	Primary Tumor
ABCS_11295	UCEC	Primary Tumor
ABCS_11296	UCEC	Primary Tumor
ABCS_11297	UCEC	Primary Tumor
ABCS_11298	UCEC	Primary Tumor
ABCS_11299	UCEC	Primary Tumor
ABCS_11300	UCEC	Primary Tumor
ABCS_11301	UCEC	Primary Tumor
ABCS_11302	UCEC	Primary Tumor
ABCS_11303	UCEC	Primary Tumor
ABCS_11304	UCEC	Primary Tumor
ABCS_11305	UCEC	Primary Tumor
ABCS_11306	UCEC	Primary Tumor
ABCS_11307	UCEC	Primary Tumor
ABCS_00116	BLCA	Primary Tumor
ABCS_00117	BLCA	Primary Tumor
ABCS_00118	BLCA	Primary Tumor
ABCS_00119	BLCA	Primary Tumor
ABCS_00120	BLCA	Solid Tissue Normal
ABCS_00121	BLCA	Primary Tumor
ABCS_00122	BLCA	Primary Tumor
ABCS_00123	BLCA	Primary Tumor
ABCS_00124	BLCA	Solid Tissue Normal
ABCS_00125	BLCA	Primary Tumor
ABCS_00126	BLCA	Solid Tissue Normal
ABCS_00127	BLCA	Primary Tumor
ABCS_00128	BLCA	Primary Tumor
ABCS_00129	BLCA	Solid Tissue Normal
ABCS_00130	BLCA	Primary Tumor
ABCS_00131	BLCA	Primary Tumor
ABCS_00132	BLCA	Solid Tissue Normal
ABCS_00133	BLCA	Primary Tumor
ABCS_00134	BLCA	Primary Tumor
ABCS_00135	BLCA	Solid Tissue Normal
ABCS_00136	BLCA	Primary Tumor
ABCS_00137	BLCA	Solid Tissue Normal
ABCS_00138	BLCA	Primary Tumor
ABCS_00139	BLCA	Primary Tumor
ABCS_00140	BLCA	Primary Tumor
ABCS_00141	BLCA	Primary Tumor
ABCS_00142	BLCA	Primary Tumor
ABCS_00143	BLCA	Primary Tumor
ABCS_00144	BLCA	Primary Tumor
ABCS_00145	BLCA	Primary Tumor
ABCS_05691	LIHC	Primary Tumor
ABCS_05692	LIHC	Primary Tumor
ABCS_05693	LIHC	Primary Tumor
ABCS_00146	BLCA	Primary Tumor
ABCS_00147	BLCA	Primary Tumor
ABCS_00148	BLCA	Primary Tumor
ABCS_00149	BLCA	Primary Tumor
ABCS_00150	BLCA	Primary Tumor
ABCS_00151	BLCA	Primary Tumor
ABCS_00152	BLCA	Primary Tumor
ABCS_01730	CESC	Primary Tumor
ABCS_01731	CESC	Primary Tumor
ABCS_01732	CESC	Primary Tumor
ABCS_01733	CESC	Primary Tumor
ABCS_01734	CESC	Primary Tumor
ABCS_01735	CESC	Primary Tumor
ABCS_01736	CESC	Primary Tumor
ABCS_01737	CESC	Primary Tumor
ABCS_01738	CESC	Primary Tumor
ABCS_01739	CESC	Primary Tumor
ABCS_01740	CESC	Primary Tumor
ABCS_01741	CESC	Primary Tumor
ABCS_01742	CESC	Primary Tumor
ABCS_01743	CESC	Primary Tumor
ABCS_01744	CESC	Primary Tumor
ABCS_01745	CESC	Primary Tumor
ABCS_01746	CESC	Primary Tumor
ABCS_01747	CESC	Primary Tumor
ABCS_01748	CESC	Primary Tumor
ABCS_01749	CESC	Primary Tumor
ABCS_01750	CESC	Primary Tumor
ABCS_01751	CESC	Primary Tumor
ABCS_01752	CESC	Primary Tumor
ABCS_01753	CESC	Primary Tumor
ABCS_01754	CESC	Primary Tumor
ABCS_01755	CESC	Primary Tumor
ABCS_01756	CESC	Primary Tumor
ABCS_01757	CESC	Primary Tumor
ABCS_01758	CESC	Primary Tumor
ABCS_01759	CESC	Primary Tumor
ABCS_01760	CESC	Primary Tumor
ABCS_01761	CESC	Primary Tumor
ABCS_01762	CESC	Primary Tumor
ABCS_01763	CESC	Primary Tumor
ABCS_01764	CESC	Primary Tumor
ABCS_01765	CESC	Primary Tumor
ABCS_01766	CESC	Primary Tumor
ABCS_01767	CESC	Primary Tumor
ABCS_01768	CESC	Primary Tumor
ABCS_01769	CESC	Primary Tumor
ABCS_01770	CESC	Primary Tumor
ABCS_01771	CESC	Primary Tumor
ABCS_01772	CESC	Primary Tumor
ABCS_01773	CESC	Primary Tumor
ABCS_01774	CESC	Primary Tumor
ABCS_01775	CESC	Primary Tumor
ABCS_01776	CESC	Primary Tumor
ABCS_01777	CESC	Primary Tumor
ABCS_01778	CESC	Primary Tumor
ABCS_01779	CESC	Primary Tumor
ABCS_01780	CESC	Primary Tumor
ABCS_01781	CESC	Primary Tumor
ABCS_01782	CESC	Primary Tumor
ABCS_01783	CESC	Primary Tumor
ABCS_01784	CESC	Primary Tumor
ABCS_01785	CESC	Primary Tumor
ABCS_01786	CESC	Primary Tumor
ABCS_01787	CESC	Primary Tumor
ABCS_01788	CESC	Primary Tumor
ABCS_01789	CESC	Primary Tumor
ABCS_01790	CESC	Primary Tumor
ABCS_01791	CESC	Primary Tumor
ABCS_01792	CESC	Primary Tumor
ABCS_01793	CESC	Primary Tumor
ABCS_01271	BRCA	Primary Tumor
ABCS_01272	BRCA	Primary Tumor
ABCS_01273	BRCA	Primary Tumor
ABCS_01274	BRCA	Primary Tumor
ABCS_01275	BRCA	Primary Tumor
ABCS_01276	BRCA	Primary Tumor
ABCS_01277	BRCA	Primary Tumor
ABCS_01278	BRCA	Primary Tumor
ABCS_01279	BRCA	Primary Tumor
ABCS_01280	BRCA	Primary Tumor
ABCS_01281	BRCA	Primary Tumor
ABCS_01282	BRCA	Primary Tumor
ABCS_01283	BRCA	Primary Tumor
ABCS_01284	BRCA	Primary Tumor
ABCS_01285	BRCA	Primary Tumor
ABCS_01286	BRCA	Primary Tumor
ABCS_01287	BRCA	Primary Tumor
ABCS_01288	BRCA	Primary Tumor
ABCS_01289	BRCA	Primary Tumor
ABCS_01290	BRCA	Primary Tumor
ABCS_01291	BRCA	Primary Tumor
ABCS_01292	BRCA	Primary Tumor
ABCS_01293	BRCA	Primary Tumor
ABCS_01294	BRCA	Primary Tumor
ABCS_01295	BRCA	Primary Tumor
ABCS_01296	BRCA	Primary Tumor
ABCS_01297	BRCA	Primary Tumor
ABCS_01298	BRCA	Primary Tumor
ABCS_01299	BRCA	Primary Tumor
ABCS_01300	BRCA	Primary Tumor
ABCS_01301	BRCA	Primary Tumor
ABCS_01302	BRCA	Primary Tumor
ABCS_01303	BRCA	Primary Tumor
ABCS_01304	BRCA	Primary Tumor
ABCS_01305	BRCA	Primary Tumor
ABCS_01306	BRCA	Primary Tumor
ABCS_01307	BRCA	Primary Tumor
ABCS_01308	BRCA	Primary Tumor
ABCS_01309	BRCA	Primary Tumor
ABCS_01310	BRCA	Primary Tumor
ABCS_01311	BRCA	Primary Tumor
ABCS_01312	BRCA	Primary Tumor
ABCS_01313	BRCA	Primary Tumor
ABCS_01314	BRCA	Primary Tumor
ABCS_01315	BRCA	Primary Tumor
ABCS_01316	BRCA	Primary Tumor
ABCS_01317	BRCA	Primary Tumor
ABCS_01318	BRCA	Primary Tumor
ABCS_01319	BRCA	Primary Tumor
ABCS_02855	HNSC	Primary Tumor
ABCS_02856	HNSC	Primary Tumor
ABCS_02366	COAD	Primary Tumor
ABCS_02367	COAD	Primary Tumor
ABCS_02368	COAD	Primary Tumor
ABCS_02369	COAD	Primary Tumor
ABCS_02370	COAD	Primary Tumor
ABCS_02371	COAD	Primary Tumor
ABCS_02372	COAD	Primary Tumor
ABCS_02373	COAD	Primary Tumor
ABCS_02374	COAD	Primary Tumor
ABCS_02375	COAD	Primary Tumor
ABCS_05694	LIHC	Primary Tumor
ABCS_05695	LIHC	Primary Tumor
ABCS_05696	LIHC	Primary Tumor
ABCS_05697	LIHC	Primary Tumor
ABCS_05698	LIHC	Primary Tumor
ABCS_05699	LIHC	Primary Tumor
ABCS_05700	LIHC	Primary Tumor
ABCS_05701	LIHC	Primary Tumor
ABCS_05702	LIHC	Primary Tumor
ABCS_05703	LIHC	Primary Tumor
ABCS_05704	LIHC	Primary Tumor
ABCS_05705	LIHC	Primary Tumor
ABCS_05706	LIHC	Primary Tumor
ABCS_05707	LIHC	Primary Tumor
ABCS_05708	LIHC	Primary Tumor
ABCS_05709	LIHC	Primary Tumor
ABCS_05710	LIHC	Primary Tumor
ABCS_05711	LIHC	Primary Tumor
ABCS_05712	LIHC	Primary Tumor
ABCS_05713	LIHC	Primary Tumor
ABCS_05714	LIHC	Primary Tumor
ABCS_05715	LIHC	Primary Tumor
ABCS_05716	LIHC	Primary Tumor
ABCS_05717	LIHC	Primary Tumor
ABCS_05718	LIHC	Primary Tumor
ABCS_05719	LIHC	Primary Tumor
ABCS_05720	LIHC	Primary Tumor
ABCS_05721	LIHC	Primary Tumor
ABCS_05722	LIHC	Primary Tumor
ABCS_05723	LIHC	Primary Tumor
ABCS_05724	LIHC	Primary Tumor
ABCS_05725	LIHC	Primary Tumor
ABCS_09770	STAD	Primary Tumor
ABCS_09771	STAD	Primary Tumor
ABCS_09772	STAD	Primary Tumor
ABCS_09773	STAD	Primary Tumor
ABCS_09774	STAD	Primary Tumor
ABCS_09775	STAD	Primary Tumor
ABCS_09776	STAD	Primary Tumor
ABCS_09777	STAD	Primary Tumor
ABCS_09778	STAD	Primary Tumor
ABCS_09779	STAD	Primary Tumor
ABCS_09780	STAD	Primary Tumor
ABCS_09781	STAD	Primary Tumor
ABCS_09782	STAD	Primary Tumor
ABCS_09783	STAD	Primary Tumor
ABCS_09784	STAD	Primary Tumor
ABCS_09785	STAD	Primary Tumor
ABCS_09786	STAD	Primary Tumor
ABCS_09787	STAD	Primary Tumor
ABCS_09788	STAD	Primary Tumor
ABCS_09789	STAD	Primary Tumor
ABCS_09790	STAD	Primary Tumor
ABCS_09791	STAD	Primary Tumor
ABCS_09792	STAD	Primary Tumor
ABCS_09793	STAD	Primary Tumor
ABCS_09794	STAD	Primary Tumor
ABCS_09795	STAD	Primary Tumor
ABCS_09796	STAD	Primary Tumor
ABCS_09797	STAD	Primary Tumor
ABCS_09798	STAD	Primary Tumor
ABCS_09799	STAD	Primary Tumor
ABCS_09800	STAD	Primary Tumor
ABCS_10313	THCA	Primary Tumor
ABCS_10314	THCA	Primary Tumor
ABCS_10315	THCA	Primary Tumor
ABCS_10316	THCA	Primary Tumor
ABCS_10317	THCA	Primary Tumor
ABCS_10318	THCA	Primary Tumor
ABCS_10319	THCA	Primary Tumor
ABCS_10320	THCA	Primary Tumor
ABCS_10321	THCA	Primary Tumor
ABCS_00153	BLCA	Primary Tumor
ABCS_00154	BLCA	Primary Tumor
ABCS_00155	BLCA	Primary Tumor
ABCS_00156	BLCA	Primary Tumor
ABCS_00157	BLCA	Primary Tumor
ABCS_00158	BLCA	Primary Tumor
ABCS_00159	BLCA	Primary Tumor
ABCS_00160	BLCA	Primary Tumor
ABCS_00161	BLCA	Primary Tumor
ABCS_00162	BLCA	Primary Tumor
ABCS_00163	BLCA	Primary Tumor
ABCS_00164	BLCA	Primary Tumor
ABCS_00165	BLCA	Primary Tumor
ABCS_00166	BLCA	Primary Tumor
ABCS_00167	BLCA	Primary Tumor
ABCS_00168	BLCA	Primary Tumor
ABCS_00169	BLCA	Primary Tumor
ABCS_00170	BLCA	Primary Tumor
ABCS_00171	BLCA	Primary Tumor
ABCS_00172	BLCA	Primary Tumor
ABCS_00173	BLCA	Primary Tumor
ABCS_00174	BLCA	Primary Tumor
ABCS_09801	STAD	Primary Tumor
ABCS_09802	STAD	Primary Tumor
ABCS_09803	STAD	Primary Tumor
ABCS_09804	STAD	Primary Tumor
ABCS_09805	STAD	Primary Tumor
ABCS_09806	STAD	Primary Tumor
ABCS_09807	STAD	Primary Tumor
ABCS_09808	STAD	Primary Tumor
ABCS_09809	STAD	Primary Tumor
ABCS_09810	STAD	Primary Tumor
ABCS_09811	STAD	Primary Tumor
ABCS_09812	STAD	Primary Tumor
ABCS_09813	STAD	Primary Tumor
ABCS_09814	STAD	Primary Tumor
ABCS_09815	STAD	Primary Tumor
ABCS_09816	STAD	Primary Tumor
ABCS_09817	STAD	Primary Tumor
ABCS_09818	STAD	Primary Tumor
ABCS_09819	STAD	Primary Tumor
ABCS_09820	STAD	Primary Tumor
ABCS_09821	STAD	Primary Tumor
ABCS_09822	STAD	Primary Tumor
ABCS_09823	STAD	Primary Tumor
ABCS_09824	STAD	Primary Tumor
ABCS_09825	STAD	Primary Tumor
ABCS_09826	STAD	Primary Tumor
ABCS_09827	STAD	Primary Tumor
ABCS_09828	STAD	Primary Tumor
